date,BTC,TRX,ADA,LTC,ETH,BNB,XRP,DOGE
2023-05-27,0.2378,0.2342,0.1072,0.2131,0.2613,0.1076,0.3152,0.3895
2023-05-28,0.2308,0.2303,0.1041,0.2029,0.2439,0.0952999999999999,0.3064,0.3893
2023-05-29,0.2253,0.2301,0.1017,0.1978,0.2378,0.0903,0.3033,0.3841
2023-05-30,0.2146,0.228,0.0918,0.1918,0.2341,0.0953999999999999,0.3034,0.3838
2023-05-31,0.2143,0.2267,0.1059,0.1918,0.2411,0.1044,0.303,0.3873
2023-06-01,0.2266,0.2244,0.1023,0.1862,0.2426,0.1104,0.2996,0.3916
2023-06-02,0.2291,0.227,0.0951000000000001,0.1885,0.2488,0.1234,0.2997,0.3876
2023-06-03,0.2272,0.2366,0.0962000000000001,0.1867,0.2606,0.1289,0.2894,0.3828
2023-06-04,0.2168,0.2413,0.1074,0.1893,0.2585,0.1414,0.2877,0.3921
2023-06-05,0.2147,0.2396,0.0974,0.1863,0.253,0.1248,0.2918,0.3702
2023-06-06,0.2082,0.237,0.0945999999999999,0.1824,0.2487,0.1267,0.2941,0.3661
2023-06-07,0.2238,0.2352,0.0889,0.1769,0.2468,0.1125,0.2976,0.3798
2023-06-08,0.2434,0.2364,0.0976,0.1822,0.2519,0.1222,0.3006,0.3786
2023-06-09,0.2354,0.2398,0.0924,0.1812,0.2523,0.1217,0.3016,0.3699
2023-06-10,0.2305,0.2482,0.0985999999999999,0.1824,0.2497,0.115,0.3032,0.3602
2023-06-11,0.2296,0.2411,0.0962000000000001,0.1816,0.247,0.1215,0.3185,0.3784
2023-06-12,0.2263,0.234,0.0899,0.1749,0.2409,0.1084,0.3184,0.3833
2023-06-13,0.2331,0.2302,0.0759,0.1705,0.2348,0.1026,0.311,0.3888
2023-06-14,0.2341,0.2355,0.0718,0.1738,0.2401,0.1062,0.3085,0.3799
2023-06-15,0.2338,0.2343,0.0735,0.1725,0.246,0.1143,0.3098,0.3609
2023-06-16,0.2245,0.2283,0.0717000000000001,0.1777,0.2488,0.1254,0.314,0.3514
2023-06-17,0.2289,0.2246,0.0689,0.1729,0.252,0.1212,0.3046,0.3534
2023-06-18,0.2274,0.2226,0.0702,0.1723,0.2505,0.1289,0.2947,0.35
2023-06-19,0.2246,0.2257,0.0669,0.175,0.2569,0.137,0.2911,0.3689
2023-06-20,0.2306,0.2352,0.0747,0.1776,0.2595,0.1403,0.2943,0.3711
2023-06-21,0.2217,0.2407,0.0636,0.173,0.2448,0.1287,0.2945,0.3704
2023-06-22,0.2174,0.241,0.0620999999999999,0.1706,0.2425,0.1247,0.3042,0.3704
2023-06-23,0.2133,0.246,0.0599,0.1688,0.2373,0.1124,0.3059,0.3702
2023-06-24,0.2097,0.2439,0.0578000000000001,0.1693,0.2325,0.1238,0.3053,0.3787
2023-06-25,0.2121,0.2411,0.0603,0.1651,0.23,0.1258,0.3055,0.3758
2023-06-26,0.2059,0.2411,0.0685,0.1675,0.2306,0.1288,0.3138,0.365
2023-06-27,0.2045,0.2417,0.0586,0.1626,0.2226,0.1163,0.3118,0.3631
2023-06-28,0.2102,0.2368,0.0676,0.1639,0.2243,0.1187,0.307,0.3573
2023-06-29,0.2072,0.2397,0.0658,0.1638,0.2305,0.1159,0.3075,0.365
2023-06-30,0.2028,0.2448,0.0729,0.1656,0.2369,0.1218,0.3057,0.3728
