"","Company","Symbol","Weight","Price","Chg","Pct_chg"
"333","Intl Flavors & Fragrances","IFF",0.048399,"65.97",-2.2,"(-3.23%)"
"334","Iron Mountain Inc","IRM",0.048199,"58.67",-0.78,"(-1.31%)"
"335","Darden Restaurants Inc","DRI",0.04818,"142.41",-0.81,"(-0.57%)"
"336","Ppl Corp","PPL",0.048083,"22.55",-1.01,"(-4.29%)"
"337","First Solar Inc","FSLR",0.048053,"156.34",-5.25,"(-3.25%)"
"338","Fifth Third Bancorp","FITB",0.047998,"24.50",-0.83,"(-3.28%)"
"339","Jacobs Solutions Inc","J",0.047836,"134.36",-2.14,"(-1.57%)"
"340","Hologic Inc","HOLX",0.04731,"68.87",-0.51,"(-0.74%)"
"341","Expeditors Intl Wash Inc","EXPD",0.04718,"114.73",0.1,"(0.09%)"
"342","Centerpoint Energy Inc","CNP",0.047142,"25.75",-1.1,"(-4.10%)"
"343","Ventas Inc","VTR",0.047001,"41.34",-0.79,"(-1.88%)"
"344","Ptc Inc","PTC",0.046861,"140.84",-0.84,"(-0.59%)"
"345","Factset Research Systems Inc","FDS",0.046668,"436.07",-1.19,"(-0.27%)"
"346","Steel Dynamics Inc","STLD",0.046466,"106.31",-0.91,"(-0.85%)"
"347","Cf Industries Holdings Inc","CF",0.046041,"83.71",-2.03,"(-2.37%)"
"348","Cboe Global Markets Inc","CBOE",0.045797,"156.80",0.59,"(0.38%)"
"349","Brown & Brown Inc","BRO",0.045786,"69.52",-0.32,"(-0.46%)"
"350","Nasdaq Inc","NDAQ",0.045713,"48.42",-0.17,"(-0.35%)"
"351","Enphase Energy Inc","ENPH",0.045543,"116.84",-3.31,"(-2.75%)"
"352","Bunge Ltd","BG",0.045333,"106.69",-1.56,"(-1.44%)"
"353","Akamai Technologies Inc","AKAM",0.045248,"106.83",0.27,"(0.25%)"
"354","Pultegroup Inc","PHM",0.045218,"73.22",-0.83,"(-1.12%)"
"355","Clorox Company","CLX",0.04516,"130.34",-0.72,"(-0.55%)"
"356","Waters Corp","WAT",0.045095,"270.52",-3.69,"(-1.35%)"
"357","Marathon Oil Corp","MRO",0.045089,"25.59",-1.16,"(-4.34%)"
"358","Garmin Ltd","GRMN",0.045032,"103.51",-1.69,"(-1.61%)"
"359","Regions Financial Corp","RF",0.044929,"16.52",-0.68,"(-3.95%)"
"360","Tyler Technologies Inc","TYL",0.044779,"382.36",-3.78,"(-0.98%)"
"361","Southwest Airlines Co","LUV",0.044761,"27.19",0.12,"(0.44%)"
"362","Cincinnati Financial Corp","CINF",0.044648,"100.06",-2.23,"(-2.18%)"
"363","Principal Financial Group","PFG",0.0446,"70.19",-1.88,"(-2.61%)"
"364","Netapp Inc","NTAP",0.044515,"75.81",-0.07,"(-0.09%)"
"365","Everest Group Ltd","EG",0.044514,"375.62",3.95,"(1.06%)"
"366","Walgreens Boots Alliance Inc","WBA",0.044448,"22.42",0.18,"(0.81%)"
"367","Skyworks Solutions Inc","SWKS",0.04385,"98.25",-0.34,"(-0.34%)"
"368","Atmos Energy Corp","ATO",0.043763,"102.76",-3.17,"(-2.99%)"
"369","Cooper Cos Inc","COO",0.043752,"311.90",-6.11,"(-1.92%)"
"370","Kellogg Co","K",0.043659,"52.50",-7.01,"(-11.78%)"
"371","Idex Corp","IEX",0.043461,"206.78",-1.24,"(-0.60%)"
"372","Ball Corp","BALL",0.043414,"49.26",-0.52,"(-1.04%)"
"373","Alexandria Real Estate Equit","ARE",0.043387,"98.18",-1.92,"(-1.92%)"
"374","Cms Energy Corp","CMS",0.043136,"50.57",-2.54,"(-4.78%)"
"375","Textron Inc","TXT",0.043074,"77.29",-0.85,"(-1.09%)"
"376","Teradyne Inc","TER",0.043062,"100.67",0.21,"(0.21%)"
"377","Hunt (Jb) Transprt Svcs Inc","JBHT",0.042845,"187.42",-1.1,"(-0.58%)"
"378","Las Vegas Sands Corp","LVS",0.04179,"45.70",-0.14,"(-0.31%)"
"379","Mid America Apartment Comm","MAA",0.041434,"127.30",-1.35,"(-1.05%)"
"380","Huntington Bancshares Inc","HBAN",0.041426,"10.03",-0.37,"(-3.56%)"
"381","Eqt Corp","EQT",0.0411,"39.09",-1.49,"(-3.67%)"
"382","Avery Dennison Corp","AVY",0.040969,"181.52",-1.15,"(-0.63%)"
"383","Omnicom Group","OMC",0.040948,"73.36",-1.12,"(-1.50%)"
"384","Epam Systems Inc","EPAM",0.040693,"251.84",-3.85,"(-1.51%)"
"385","Western Digital Corp","WDC",0.040634,"45.48",-0.16,"(-0.34%)"
"386","Tyson Foods Inc Cl A","TSN",0.040212,"49.24",-1.25,"(-2.48%)"
"387","Northern Trust Corp","NTRS",0.04002,"67.84",-1.64,"(-2.36%)"
"388","Expedia Group Inc","EXPE",0.039539,"102.05",-1.02,"(-0.99%)"
"389","Axon Enterprise Inc","AXON",0.039004,"196.15",-2.84,"(-1.43%)"
"390","Pool Corp","POOL",0.038698,"349.00",-7.1,"(-1.99%)"
"391","Packaging Corp of America","PKG",0.038526,"153.28",-0.27,"(-0.18%)"
"392","United Airlines Holdings Inc","UAL",0.038502,"41.62",-0.68,"(-1.61%)"
"393","Carnival Corp","CCL",0.03835,"13.64",-0.08,"(-0.58%)"
"394","Revvity Inc","RVTY",0.038245,"107.81",-2.89,"(-2.61%)"
"395","Essex Property Trust Inc","ESS",0.037859,"208.85",-3.24,"(-1.53%)"
"396","Snap on Inc","SNA",0.03781,"251.76",-3.3,"(-1.29%)"
"397","Quest Diagnostics Inc","DGX",0.037727,"120.91",-0.95,"(-0.78%)"
"398","Best Buy Co Inc","BBY",0.037543,"69.09",-0.38,"(-0.55%)"
"399","Amcor Plc","AMCR",0.03751,"9.06",-0.1,"(-1.09%)"
"400","Trimble Inc","TRMB",0.037238,"52.84",-1.02,"(-1.89%)"
"401","Domino S Pizza Inc","DPZ",0.036996,"380.54",1.75,"(0.46%)"
"402","Lkq Corp","LKQ",0.036864,"49.13",-0.38,"(-0.77%)"
"403","Lamb Weston Holdings Inc","LW",0.036863,"92.23",-0.23,"(-0.25%)"
"404","Conagra Brands Inc","CAG",0.036205,"26.79",-0.63,"(-2.30%)"
"405","Wr Berkley Corp","WRB",0.035943,"62.92",-0.57,"(-0.90%)"
"406","Stanley Black & Decker Inc","SWK",0.03574,"80.72",-2.86,"(-3.42%)"
"407","Seagate Technology Holdings","STX",0.035701,"66.19",0.24,"(0.36%)"
"408","Synchrony Financial","SYF",0.035578,"30.37",-0.2,"(-0.65%)"
"409","Apa Corp","APA",0.035397,"39.53",-1.57,"(-3.82%)"
"410","Citizens Financial Group","CFG",0.035226,"25.91",-0.89,"(-3.32%)"
"411","Paycom Software Inc","PAYC",0.035095,"260.04",0.77,"(0.30%)"
"412","Jm Smucker Co","SJM",0.034929,"121.46",-1.45,"(-1.18%)"
"413","Leidos Holdings Inc","LDOS",0.034892,"93.20",1.04,"(1.13%)"
"414","Celanese Corp","CE",0.034713,"121.40",-4.12,"(-3.28%)"
"415","International Paper Co","IP",0.034352,"35.47",0,"(0.00%)"
"416","Zebra Technologies Corp Cl A","ZBRA",0.033989,"233.63",-2.9,"(-1.23%)"
"417","Alliant Energy Corp","LNT",0.033927,"46.24",-2.2,"(-4.54%)"
"418","Masco Corp","MAS",0.033454,"52.58",-0.87,"(-1.63%)"
"419","Nordson Corp","NDSN",0.03341,"221.37",-1.8,"(-0.81%)"
"420","Molson Coors Beverage Co   B","TAP",0.033131,"62.61",-0.98,"(-1.54%)"
"421","Mosaic Co","MOS",0.032922,"35.02",-0.58,"(-1.63%)"
"422","Viatris Inc","VTRS",0.03291,"10.04",0.18,"(1.83%)"
"423","Live Nation Entertainment In","LYV",0.032725,"84.41",1.37,"(1.65%)"
"424","Loews Corp","L",0.032581,"62.30",-1.01,"(-1.60%)"
"425","Evergy Inc","EVRG",0.03246,"48.10",-2.59,"(-5.11%)"
"426","Host Hotels & Resorts Inc","HST",0.032043,"15.92",-0.15,"(-0.93%)"
"427","Carmax Inc","KMX",0.031141,"69.74",-0.99,"(-1.40%)"
"428","Interpublic Group of Cos Inc","IPG",0.031005,"28.65",-0.01,"(-0.03%)"
"429","Insulet Corp","PODD",0.030959,"165.04",5.55,"(3.48%)"
"430","Jack Henry & Associates Inc","JKHY",0.030658,"149.87",-1.27,"(-0.84%)"
"431","Hormel Foods Corp","HRL",0.030543,"37.54",-0.49,"(-1.29%)"
"432","Match Group Inc","MTCH",0.030538,"38.11",-1.06,"(-2.71%)"
"433","Udr Inc","UDR",0.03039,"35.14",-0.53,"(-1.49%)"
"434","Kimco Realty Corp","KIM",0.029934,"17.10",-0.49,"(-2.79%)"
"435","Incyte Corp","INCY",0.029876,"58.06",0.29,"(0.50%)"
"436","Bio Techne Corp","TECH",0.029862,"67.16",-0.91,"(-1.34%)"
"437","Pentair Plc","PNR",0.029507,"63.56",-1.19,"(-1.84%)"
"438","Rollins Inc","ROL",0.029093,"36.62",-0.71,"(-1.90%)"
"439","Brown Forman Corp Class B","BF.B",0.028976,"56.83",-0.86,"(-1.49%)"
"440","Ceridian Hcm Holding Inc","CDAY",0.028843,"67.93",0.08,"(0.12%)"
"441","Mgm Resorts International","MGM",0.028718,"36.79",0.03,"(0.08%)"
"442","Aes Corp","AES",0.028317,"14.16",-1.04,"(-6.84%)"
"443","Camden Property Trust","CPT",0.028099,"93.05",-1.53,"(-1.62%)"
"444","Keycorp","KEY",0.028008,"10.45",-0.31,"(-2.88%)"
"445","Healthpeak Properties Inc","PEAK",0.027998,"17.81",-0.55,"(-3.00%)"
"446","C.H. Robinson Worldwide Inc","CHRW",0.027903,"85.69",-0.44,"(-0.51%)"
"447","Charles River Laboratories","CRL",0.027791,"193.39",-2.59,"(-1.32%)"
"448","Nisource Inc","NI",0.027711,"23.18",-1.5,"(-6.08%)"
"449","Gen Digital Inc","GEN",0.027686,"17.53",-0.15,"(-0.85%)"
"450","Caesars Entertainment Inc","CZR",0.027345,"46.86",0.51,"(1.10%)"
"451","Regency Centers Corp","REG",0.027183,"58.07",-1.37,"(-2.30%)"
"452","Henry Schein Inc","HSIC",0.026986,"73.30",-0.95,"(-1.28%)"
"453","Borgwarner Inc","BWA",0.026705,"39.86",-0.51,"(-1.26%)"
"454","F5 Inc","FFIV",0.026586,"161.96",0.82,"(0.51%)"
"455","Globe Life Inc","GL",0.026317,"108.51",-0.22,"(-0.20%)"
"456","Qorvo Inc","QRVO",0.026011,"95.12",-0.35,"(-0.37%)"
"457","Teleflex Inc","TFX",0.025697,"195.90",-0.51,"(-0.26%)"
"458","Allegion Plc","ALLE",0.025684,"103.13",-1.07,"(-1.03%)"
"459","Eastman Chemical Co","EMN",0.025614,"75.48",-1.24,"(-1.62%)"
"460","Westrock Co","WRK",0.025244,"35.61",-0.19,"(-0.53%)"
"461","Wynn Resorts Ltd","WYNN",0.02491,"92.63",0.22,"(0.24%)"
"462","Juniper Networks Inc","JNPR",0.024832,"28.05",0.26,"(0.94%)"
"463","Nrg Energy Inc","NRG",0.02456,"37.57",-0.95,"(-2.47%)"
"464","Hasbro Inc","HAS",0.023411,"64.28",-1.86,"(-2.81%)"
"465","Fmc Corp","FMC",0.023404,"65.25",-1.72,"(-2.57%)"
"466","American Airlines Group Inc","AAL",0.023247,"12.75",-0.06,"(-0.47%)"
"467","Boston Properties Inc","BXP",0.023236,"57.46",-2.02,"(-3.40%)"
"468","Pinnacle West Capital","PNW",0.022983,"71.27",-2.41,"(-3.27%)"
"469","Smith (a.O.) Corp","AOS",0.022929,"66.05",-0.08,"(-0.12%)"
"470","Catalent Inc","CTLT",0.022866,"44.58",-0.95,"(-2.09%)"
"471","Huntington Ingalls Industrie","HII",0.022582,"202.01",-2.57,"(-1.26%)"
"472","Campbell Soup Co","CPB",0.022492,"39.50",-1.58,"(-3.85%)"
"473","Marketaxess Holdings Inc","MKTX",0.0223,"209.95",-3.69,"(-1.73%)"
"474","Etsy Inc","ETSY",0.022107,"64.65",0.07,"(0.11%)"
"475","Fox Corp   Class A","FOXA",0.022028,"30.85",-0.35,"(-1.12%)"
"476","Robert Half Inc","RHI",0.021841,"72.03",-1.25,"(-1.71%)"
"477","Universal Health Services B","UHS",0.021745,"126.25",0.52,"(0.41%)"
"478","Bath & Body Works Inc","BBWI",0.021388,"33.57",-0.23,"(-0.68%)"
"479","News Corp   Class A","NWSA",0.021266,"20.00",-0.06,"(-0.30%)"
"480","Assurant Inc","AIZ",0.021225,"144.41",0.83,"(0.58%)"
"481","Bio Rad Laboratories A","BIO",0.020827,"351.55",-6.9,"(-1.92%)"
"482","Whirlpool Corp","WHR",0.020211,"132.07",-1.63,"(-1.22%)"
"483","Solaredge Technologies Inc","SEDG",0.020194,"122.56",-6.95,"(-5.37%)"
"484","Dentsply Sirona Inc","XRAY",0.020124,"33.78",-0.38,"(-1.11%)"
"485","Franklin Resources Inc","BEN",0.019549,"24.21",-0.37,"(-1.51%)"
"486","Norwegian Cruise Line Holdin","NCLH",0.018969,"16.44",-0.04,"(-0.24%)"
"487","Generac Holdings Inc","GNRC",0.018907,"106.10",-2.86,"(-2.62%)"
"488","Tapestry Inc","TPR",0.018547,"28.58",-0.17,"(-0.59%)"
"489","Federal Realty Invs Trust","FRT",0.018461,"88.53",-2.1,"(-2.32%)"
"490","Invesco Ltd","IVZ",0.018318,"14.21",-0.31,"(-2.13%)"
"491","Paramount Global Class B","PARA",0.017312,"12.59",-0.31,"(-2.40%)"
"492","Vf Corp","VFC",0.016279,"16.59",-1.08,"(-6.11%)"
"493","Comerica Inc","CMA",0.015174,"40.25",-1.3,"(-3.13%)"
"494","Zions Bancorp Na","ZION",0.014591,"33.52",-1.37,"(-3.93%)"
"495","Davita Inc","DVA",0.014166,"95.10",0.57,"(0.60%)"
"496","Ralph Lauren Corp","RL",0.013264,"115.94",-0.15,"(-0.13%)"
"497","Sealed Air Corp","SEE",0.013202,"32.84",-0.02,"(-0.06%)"
"498","Alaska Air Group Inc","ALK",0.012763,"36.83",-0.25,"(-0.67%)"
"499","Mohawk Industries Inc","MHK",0.012228,"84.44",-1.37,"(-1.60%)"
"500","Organon & Co","OGN",0.012166,"16.69",-0.67,"(-3.86%)"
"501","Dxc Technology Co","DXC",0.011894,"21.15",0.32,"(1.54%)"
"502","Fox Corp   Class B","FOX",0.010602,"28.57",-0.31,"(-1.07%)"
"503","News Corp   Class B","NWS",0.006708,"20.80",-0.07,"(-0.34%)"
"504","Veralto Corp W/i","VLTO-W",0,"NaN",NA,"(NaN%)"
"505","Wk Kellogg Co Wi","KLG-W",0,"NaN",NA,"(NaN%)"
