"","Company","Symbol","Weight","Price","Chg","Pct_chg"
"343","Everest Group Ltd","EG",0.046658,"391.78",4.7,"(1.21%)"
"344","Ptc Inc","PTC",0.046554,"140.24",0.42,"(0.30%)"
"345","Nasdaq Inc","NDAQ",0.04643,"49.61",0.59,"(1.20%)"
"346","Fifth Third Bancorp","FITB",0.046376,"24.17",-0.14,"(-0.58%)"
"347","Intl Flavors & Fragrances","IFF",0.046129,"62.99",-1.55,"(-2.40%)"
"348","Ventas Inc","VTR",0.045777,"39.65",-1.11,"(-2.72%)"
"349","Veralto Corp","VLTO",0.045693,"77.98",3.53,"(4.74%)"
"350","Mccormick & Co Non Vtg Shrs","MKC",0.045664,"64.55",-0.84,"(-1.28%)"
"351","Southwest Airlines Co","LUV",0.045478,"27.08",-0.24,"(-0.88%)"
"352","Akamai Technologies Inc","AKAM",0.045185,"105.76",0.1,"(0.09%)"
"353","Garmin Ltd","GRMN",0.045078,"106.13",1.54,"(1.47%)"
"354","Atmos Energy Corp","ATO",0.044689,"108.55",1.11,"(1.03%)"
"355","Walgreens Boots Alliance Inc","WBA",0.04463,"21.81",-0.37,"(-1.67%)"
"356","Netapp Inc","NTAP",0.044606,"75.47",-0.05,"(-0.07%)"
"357","Tyler Technologies Inc","TYL",0.044567,"388.24",6.44,"(1.69%)"
"358","Cincinnati Financial Corp","CINF",0.044535,"100.26",-1.08,"(-1.07%)"
"359","Enphase Energy Inc","ENPH",0.044271,"119.16",3.15,"(2.72%)"
"360","Pultegroup Inc","PHM",0.044187,"72.20",0.33,"(0.46%)"
"361","Waters Corp","WAT",0.044042,"267.40",1.41,"(0.53%)"
"362","Cf Industries Holdings Inc","CF",0.043815,"80.91",-0.14,"(-0.17%)"
"363","Bunge Ltd","BG",0.043775,"103.12",-0.72,"(-0.69%)"
"364","Regions Financial Corp","RF",0.04355,"16.52",-0.04,"(-0.24%)"
"365","First Solar Inc","FSLR",0.043524,"148.56",3.21,"(2.21%)"
"366","Clorox Company","CLX",0.043335,"125.00",0.07,"(0.06%)"
"367","Skyworks Solutions Inc","SWKS",0.043327,"98.32",1.56,"(1.61%)"
"368","Cooper Cos Inc","COO",0.043159,"313.46",1.95,"(0.63%)"
"369","Idex Corp","IEX",0.043142,"205.98",0.84,"(0.41%)"
"370","Principal Financial Group","PFG",0.043027,"69.89",0.83,"(1.20%)"
"371","Teradyne Inc","TER",0.042952,"100.67",1.13,"(1.14%)"
"372","Alexandria Real Estate Equit","ARE",0.04276,"97.77",-0.23,"(-0.23%)"
"373","Hunt (Jb) Transprt Svcs Inc","JBHT",0.042573,"186.63",0.53,"(0.28%)"
"374","Cms Energy Corp","CMS",0.042368,"53.04",1.23,"(2.37%)"
"375","Eqt Corp","EQT",0.041903,"42.79",1.7,"(4.14%)"
"376","Textron Inc","TXT",0.041898,"76.90",1.4,"(1.85%)"
"377","Ball Corp","BALL",0.041895,"46.13",-1.59,"(-3.33%)"
"378","Mid America Apartment Comm","MAA",0.041618,"130.32",1.96,"(1.53%)"
"379","Western Digital Corp","WDC",0.041341,"46.40",0.29,"(0.63%)"
"380","Avery Dennison Corp","AVY",0.041271,"183.80",1.01,"(0.55%)"
"381","Marathon Oil Corp","MRO",0.041135,"24.59",0.35,"(1.44%)"
"382","Las Vegas Sands Corp","LVS",0.040475,"45.53",1.43,"(3.24%)"
"383","Omnicom Group","OMC",0.040359,"74.25",1.34,"(1.84%)"
"384","Huntington Bancshares Inc","HBAN",0.040212,"10.12",0.09,"(0.90%)"
"385","Lamb Weston Holdings Inc","LW",0.039219,"93.47",-4.28,"(-4.38%)"
"386","Axon Enterprise Inc","AXON",0.038697,"199.70",3.59,"(1.83%)"
"387","Northern Trust Corp","NTRS",0.038661,"67.46",0.79,"(1.18%)"
"388","Tyson Foods Inc Cl A","TSN",0.038625,"47.43",-0.74,"(-1.54%)"
"389","Expedia Group Inc","EXPE",0.038581,"100.48",0.58,"(0.58%)"
"390","Packaging Corp of America","PKG",0.038542,"151.54",-1.01,"(-0.66%)"
"391","Snap on Inc","SNA",0.038506,"259.71",1.81,"(0.70%)"
"392","Quest Diagnostics Inc","DGX",0.038325,"124.27",1.28,"(1.04%)"
"393","Essex Property Trust Inc","ESS",0.038166,"215.93",3.57,"(1.68%)"
"394","Epam Systems Inc","EPAM",0.038135,"244.15",6.14,"(2.58%)"
"395","United Airlines Holdings Inc","UAL",0.037862,"41.82",0.5,"(1.21%)"
"396","Carnival Corp","CCL",0.037425,"13.26",-0.04,"(-0.30%)"
"397","Kellanova","K",0.037401,"50.43",-0.21,"(-0.41%)"
"398","Revvity Inc","RVTY",0.037075,"107.54",0.94,"(0.88%)"
"399","Lkq Corp","LKQ",0.036866,"49.53",0.35,"(0.71%)"
"400","Amcor Plc","AMCR",0.036815,"8.85",-0.08,"(-0.90%)"
"401","Best Buy Co Inc","BBY",0.036799,"68.76",1.13,"(1.67%)"
"402","Wr Berkley Corp","WRB",0.036608,"63.91",-0.32,"(-0.50%)"
"403","Pool Corp","POOL",0.036525,"336.12",2.34,"(0.70%)"
"404","Seagate Technology Holdings","STX",0.036312,"66.05",-0.57,"(-0.86%)"
"405","Paycom Software Inc","PAYC",0.035784,"270.28",7.68,"(2.92%)"
"406","Trimble Inc","TRMB",0.035776,"51.34",-0.06,"(-0.12%)"
"407","Domino S Pizza Inc","DPZ",0.035711,"341.56",-21.67,"(-5.97%)"
"408","Conagra Brands Inc","CAG",0.034557,"26.41",0.41,"(1.58%)"
"409","Leidos Holdings Inc","LDOS",0.034466,"90.98",0.53,"(0.59%)"
"410","Citizens Financial Group","CFG",0.034127,"26.18",0.39,"(1.51%)"
"411","International Paper Co","IP",0.034081,"34.55",-0.4,"(-1.14%)"
"412","Live Nation Entertainment In","LYV",0.033817,"87.51",2.28,"(2.68%)"
"413","Synchrony Financial","SYF",0.033638,"29.32",0.61,"(2.12%)"
"414","Alliant Energy Corp","LNT",0.033563,"48.38",0.77,"(1.62%)"
"415","Celanese Corp","CE",0.033495,"120.33",0.03,"(0.02%)"
"416","Nordson Corp","NDSN",0.033438,"222.77",0.91,"(0.41%)"
"417","Stanley Black & Decker Inc","SWK",0.033358,"78.18",0.7,"(0.90%)"
"418","Jm Smucker Co","SJM",0.03334,"115.00",-1.54,"(-1.32%)"
"419","Masco Corp","MAS",0.032904,"52.20",-0.02,"(-0.04%)"
"420","Apa Corp","APA",0.032717,"37.59",-0.14,"(-0.37%)"
"421","Viatris Inc","VTRS",0.032561,"9.66",-0.03,"(-0.31%)"
"422","Loews Corp","L",0.032547,"63.27",0.45,"(0.72%)"
"423","Host Hotels & Resorts Inc","HST",0.032285,"16.15",0.07,"(0.44%)"
"424","Zebra Technologies Corp Cl A","ZBRA",0.032188,"223.85",1.31,"(0.59%)"
"425","Mosaic Co","MOS",0.031657,"33.69",-0.31,"(-0.91%)"
"426","Evergy Inc","EVRG",0.031157,"48.79",0.45,"(0.93%)"
"427","Molson Coors Beverage Co   B","TAP",0.030986,"59.20",0.14,"(0.24%)"
"428","Interpublic Group of Cos Inc","IPG",0.030883,"29.14",0.79,"(2.79%)"
"429","Incyte Corp","INCY",0.030616,"57.33",-1.48,"(-2.52%)"
"430","Jack Henry & Associates Inc","JKHY",0.030348,"148.97",0.35,"(0.24%)"
"431","Udr Inc","UDR",0.030285,"35.79",0.07,"(0.20%)"
"432","Ceridian Hcm Holding Inc","CDAY",0.030233,"71.33",0.67,"(0.95%)"
"433","Hormel Foods Corp","HRL",0.030199,"36.87",-0.48,"(-1.29%)"
"434","Bio Techne Corp","TECH",0.029903,"68.23",0.52,"(0.77%)"
"435","Carmax Inc","KMX",0.0293,"66.21",0.11,"(0.17%)"
"436","Kimco Realty Corp","KIM",0.028964,"16.52",-0.39,"(-2.31%)"
"437","Match Group Inc","MTCH",0.028917,"37.30",0.46,"(1.25%)"
"438","Pentair Plc","PNR",0.028813,"63.30",0.49,"(0.78%)"
"439","Brown Forman Corp Class B","BF.B",0.028758,"56.86",-0.03,"(-0.05%)"
"440","Insulet Corp","PODD",0.028554,"145.51",-0.57,"(-0.39%)"
"441","Camden Property Trust","CPT",0.028186,"95.79",1.57,"(1.67%)"
"442","Rollins Inc","ROL",0.028135,"36.08",0.22,"(0.61%)"
"443","C.H. Robinson Worldwide Inc","CHRW",0.027513,"84.86",0.51,"(0.60%)"
"444","Mgm Resorts International","MGM",0.027362,"36.48",1.69,"(4.86%)"
"445","Charles River Laboratories","CRL",0.027295,"193.46",2.31,"(1.21%)"
"446","Keycorp","KEY",0.026992,"10.21",-0.09,"(-0.87%)"
"447","Henry Schein Inc","HSIC",0.02695,"74.36",0.7,"(0.95%)"
"448","Nisource Inc","NI",0.026923,"24.59",0.76,"(3.19%)"
"449","Globe Life Inc","GL",0.026821,"112.86",2.78,"(2.53%)"
"450","Gen Digital Inc","GEN",0.026786,"17.35",0.36,"(2.12%)"
"451","Regency Centers Corp","REG",0.026734,"57.99",-0.08,"(-0.14%)"
"452","Healthpeak Properties Inc","PEAK",0.026699,"17.27",-0.12,"(-0.69%)"
"453","Caesars Entertainment Inc","CZR",0.025936,"44.59",0.91,"(2.08%)"
"454","Teleflex Inc","TFX",0.025861,"196.70",0.36,"(0.18%)"
"455","F5 Inc","FFIV",0.025846,"156.32",0.74,"(0.48%)"
"456","Qorvo Inc","QRVO",0.025764,"94.83",0.91,"(0.97%)"
"457","Borgwarner Inc","BWA",0.025752,"39.88",1.22,"(3.16%)"
"458","Allegion Plc","ALLE",0.025504,"103.69",0.94,"(0.91%)"
"459","Westrock Co","WRK",0.02546,"36.06",0.19,"(0.53%)"
"460","Nrg Energy Inc","NRG",0.024836,"38.97",0.28,"(0.72%)"
"461","Eastman Chemical Co","EMN",0.024752,"73.92",0.31,"(0.42%)"
"462","Wynn Resorts Ltd","WYNN",0.024282,"92.41",2.92,"(3.26%)"
"463","Juniper Networks Inc","JNPR",0.023813,"26.61",0.14,"(0.53%)"
"464","Marketaxess Holdings Inc","MKTX",0.023715,"238.73",13.12,"(5.82%)"
"465","Aes Corp","AES",0.02365,"12.45",-0.16,"(-1.27%)"
"466","American Airlines Group Inc","AAL",0.023477,"12.76",-0.09,"(-0.70%)"
"467","Smith (a.O.) Corp","AOS",0.023064,"67.29",1.22,"(1.85%)"
"468","Pinnacle West Capital","PNW",0.022652,"72.36",0.22,"(0.30%)"
"469","Fmc Corp","FMC",0.022349,"62.79",-0.72,"(-1.13%)"
"470","Huntington Ingalls Industrie","HII",0.02225,"202.52",2.23,"(1.11%)"
"471","Robert Half Inc","RHI",0.022133,"74.70",0.93,"(1.26%)"
"472","Universal Health Services B","UHS",0.021856,"126.39",0.86,"(0.69%)"
"473","Assurant Inc","AIZ",0.021721,"145.54",-0.45,"(-0.31%)"
"474","Catalent Inc","CTLT",0.021672,"43.87",1.01,"(2.36%)"
"475","Etsy Inc","ETSY",0.021665,"62.72",-0.14,"(-0.22%)"
"476","Campbell Soup Co","CPB",0.021591,"39.46",0.29,"(0.74%)"
"477","Boston Properties Inc","BXP",0.021472,"53.23",-1.4,"(-2.56%)"
"478","Fox Corp   Class A","FOXA",0.021465,"30.38",0.18,"(0.60%)"
"479","Hasbro Inc","HAS",0.021335,"58.76",-1.15,"(-1.92%)"
"480","News Corp   Class A","NWSA",0.021026,"20.16",0.46,"(2.34%)"
"481","Bio Rad Laboratories A","BIO",0.020793,"356.76",1.54,"(0.43%)"
"482","Bath & Body Works Inc","BBWI",0.020613,"32.10",-0.26,"(-0.80%)"
"483","Franklin Resources Inc","BEN",0.019139,"23.99",0.09,"(0.38%)"
"484","Whirlpool Corp","WHR",0.019132,"124.26",-1.51,"(-1.20%)"
"485","Dentsply Sirona Inc","XRAY",0.019085,"32.48",0.3,"(0.93%)"
"486","Norwegian Cruise Line Holdin","NCLH",0.01904,"16.65",0.21,"(1.28%)"
"487","Solaredge Technologies Inc","SEDG",0.018927,"123.97",3.35,"(2.78%)"
"488","Federal Realty Invs Trust","FRT",0.018009,"86.92",-0.92,"(-1.05%)"
"489","Tapestry Inc","TPR",0.017912,"28.19",0.61,"(2.21%)"
"490","Generac Holdings Inc","GNRC",0.017668,"102.52",1.39,"(1.37%)"
"491","Invesco Ltd","IVZ",0.01734,"13.56",-0.09,"(-0.66%)"
"492","Paramount Global Class B","PARA",0.015767,"11.82",0.15,"(1.29%)"
"493","Vf Corp","VFC",0.015371,"16.25",-0.32,"(-1.93%)"
"494","Comerica Inc","CMA",0.014773,"40.09",-0.09,"(-0.22%)"
"495","Zions Bancorp Na","ZION",0.014066,"33.69",0.29,"(0.87%)"
"496","Davita Inc","DVA",0.013767,"89.59",-1.66,"(-1.82%)"
"497","Ralph Lauren Corp","RL",0.012909,"113.66",1.47,"(1.31%)"
"498","Sealed Air Corp","SEE",0.012393,"29.89",-0.75,"(-2.45%)"
"499","Alaska Air Group Inc","ALK",0.012356,"35.07",-0.61,"(-1.71%)"
"500","Mohawk Industries Inc","MHK",0.011698,"81.50",-0.07,"(-0.09%)"
"501","Organon & Co","OGN",0.01144,"16.58",0.36,"(2.22%)"
"502","Fox Corp   Class B","FOX",0.010342,"28.13",0.15,"(0.54%)"
"503","News Corp   Class B","NWS",0.00662,"20.98",0.52,"(2.54%)"
"504","Wk Kellogg Co","KLG",0.00192,"10.39",0.2,"(1.96%)"
