"","Company","Symbol","Weight","Price","Chg","Pct_chg"
"336","Veralto Corp","VLTO",0.047695,"74.45",-3.35,"(-4.31%)"
"337","Jacobs Solutions Inc","J",0.047565,"134.39",-0.58,"(-0.43%)"
"338","Hologic Inc","HOLX",0.047417,"69.39",0.22,"(0.32%)"
"339","Cboe Global Markets Inc","CBOE",0.047156,"160.21",0.25,"(0.16%)"
"340","Iron Mountain Inc","IRM",0.047036,"57.30",-0.39,"(-0.68%)"
"341","Ppl Corp","PPL",0.047016,"22.96",0.05,"(0.22%)"
"342","Centerpoint Energy Inc","CNP",0.04686,"26.62",0.08,"(0.30%)"
"343","Intl Flavors & Fragrances","IFF",0.046706,"64.54",-0.88,"(-1.35%)"
"344","Ptc Inc","PTC",0.04644,"139.82",0.19,"(0.14%)"
"345","Steel Dynamics Inc","STLD",0.046436,"106.97",0.41,"(0.38%)"
"346","Brown & Brown Inc","BRO",0.0464,"70.76",0.38,"(0.54%)"
"347","Everest Group Ltd","EG",0.046395,"387.08",1.79,"(0.46%)"
"348","Nasdaq Inc","NDAQ",0.04615,"49.02",0.24,"(0.49%)"
"349","Fifth Third Bancorp","FITB",0.045771,"24.31",0.29,"(1.21%)"
"350","Clorox Company","CLX",0.045678,"124.93",-6.9,"(-5.23%)"
"351","Ventas Inc","VTR",0.045558,"40.76",0.15,"(0.37%)"
"352","Akamai Technologies Inc","AKAM",0.045508,"105.66",-0.88,"(-0.83%)"
"353","First Solar Inc","FSLR",0.045407,"145.35",-6.47,"(-4.26%)"
"354","Southwest Airlines Co","LUV",0.045228,"27.32",0.12,"(0.44%)"
"355","Tyler Technologies Inc","TYL",0.044843,"381.80",-2.78,"(-0.72%)"
"356","Garmin Ltd","GRMN",0.044815,"104.59",0.49,"(0.47%)"
"357","Walgreens Boots Alliance Inc","WBA",0.0448,"22.18",-0.11,"(-0.49%)"
"358","Enphase Energy Inc","ENPH",0.044667,"116.01",-1.17,"(-1.00%)"
"359","Pultegroup Inc","PHM",0.044437,"71.87",-0.49,"(-0.68%)"
"360","Cf Industries Holdings Inc","CF",0.04429,"81.05",-0.97,"(-1.18%)"
"361","Waters Corp","WAT",0.044284,"265.99",-1.77,"(-0.66%)"
"362","Cincinnati Financial Corp","CINF",0.044282,"101.34",0.46,"(0.46%)"
"363","Atmos Energy Corp","ATO",0.044168,"107.44",1.13,"(1.06%)"
"364","Netapp Inc","NTAP",0.044148,"75.52",0.19,"(0.25%)"
"365","Bunge Ltd","BG",0.044013,"103.84",-0.68,"(-0.65%)"
"366","Idex Corp","IEX",0.043789,"205.14",-3.3,"(-1.58%)"
"367","Skyworks Solutions Inc","SWKS",0.04364,"96.76",-0.81,"(-0.83%)"
"368","Cooper Cos Inc","COO",0.043572,"311.51",-3.36,"(-1.07%)"
"369","Teradyne Inc","TER",0.04322,"99.54",-0.73,"(-0.73%)"
"370","Ball Corp","BALL",0.043209,"47.72",-1.55,"(-3.15%)"
"371","Regions Financial Corp","RF",0.043133,"16.56",0.14,"(0.85%)"
"372","Hunt (Jb) Transprt Svcs Inc","JBHT",0.042806,"186.10",-1.2,"(-0.64%)"
"373","Cms Energy Corp","CMS",0.042703,"51.81",-0.47,"(-0.90%)"
"374","Alexandria Real Estate Equit","ARE",0.042639,"98.00",0.17,"(0.17%)"
"375","Principal Financial Group","PFG",0.042549,"69.06",0.69,"(1.01%)"
"376","Textron Inc","TXT",0.04219,"75.50",-0.61,"(-0.80%)"
"377","Mid America Apartment Comm","MAA",0.041416,"128.36",0.48,"(0.38%)"
"378","Marathon Oil Corp","MRO",0.041359,"24.24",-0.16,"(-0.66%)"
"379","Avery Dennison Corp","AVY",0.041345,"182.79",-0.53,"(-0.29%)"
"380","Western Digital Corp","WDC",0.040559,"46.11",0.82,"(1.81%)"
"381","Las Vegas Sands Corp","LVS",0.040539,"44.10",-0.12,"(-0.27%)"
"382","Omnicom Group","OMC",0.040528,"72.91",-0.39,"(-0.53%)"
"383","Eqt Corp","EQT",0.040387,"41.09",1.44,"(3.63%)"
"384","Huntington Bancshares Inc","HBAN",0.039609,"10.03",0.14,"(1.42%)"
"385","Kellanova","K",0.039079,"50.64",-2.33,"(-4.40%)"
"386","Tyson Foods Inc Cl A","TSN",0.038725,"48.17",-0.18,"(-0.37%)"
"387","Packaging Corp of America","PKG",0.038693,"152.55",-0.78,"(-0.51%)"
"388","Epam Systems Inc","EPAM",0.038669,"238.01",-3.6,"(-1.49%)"
"389","Expedia Group Inc","EXPE",0.038646,"99.90",-0.28,"(-0.28%)"
"390","Northern Trust Corp","NTRS",0.038513,"66.67",0.18,"(0.27%)"
"391","Axon Enterprise Inc","AXON",0.038359,"196.11",1.5,"(0.77%)"
"392","Snap on Inc","SNA",0.038158,"257.90",2.01,"(0.79%)"
"393","Quest Diagnostics Inc","DGX",0.037936,"122.99",0.41,"(0.33%)"
"394","United Airlines Holdings Inc","UAL",0.037902,"41.32",-0.09,"(-0.22%)"
"395","Essex Property Trust Inc","ESS",0.037683,"212.36",2.45,"(1.17%)"
"396","Revvity Inc","RVTY",0.037326,"106.60",-0.84,"(-0.78%)"
"397","Amcor Plc","AMCR",0.037268,"8.93",-0.12,"(-1.33%)"
"398","Best Buy Co Inc","BBY",0.037262,"67.63",-0.93,"(-1.36%)"
"399","Pool Corp","POOL",0.037003,"333.78",-4.77,"(-1.41%)"
"400","Carnival Corp","CCL",0.036793,"13.30",0.21,"(1.60%)"
"401","Lkq Corp","LKQ",0.03651,"49.18",0.42,"(0.86%)"
"402","Domino S Pizza Inc","DPZ",0.036436,"363.23",-7.77,"(-2.09%)"
"403","Trimble Inc","TRMB",0.036362,"51.40",-0.9,"(-1.72%)"
"404","Lamb Weston Holdings Inc","LW",0.03627,"97.75",7.26,"(8.02%)"
"405","Wr Berkley Corp","WRB",0.036123,"64.23",0.78,"(1.23%)"
"406","Seagate Technology Holdings","STX",0.035916,"66.62",0.65,"(0.99%)"
"407","Paycom Software Inc","PAYC",0.03555,"262.60",1.43,"(0.55%)"
"408","Conagra Brands Inc","CAG",0.035224,"26.00",-0.53,"(-2.00%)"
"409","Leidos Holdings Inc","LDOS",0.034765,"90.45",-0.88,"(-0.96%)"
"410","International Paper Co","IP",0.034519,"34.95",-0.49,"(-1.38%)"
"411","Jm Smucker Co","SJM",0.034383,"116.54",-3.78,"(-3.14%)"
"412","Synchrony Financial","SYF",0.033987,"28.71",-0.33,"(-1.14%)"
"413","Citizens Financial Group","CFG",0.03389,"25.79",0.15,"(0.59%)"
"414","Celanese Corp","CE",0.033885,"120.30",-1.54,"(-1.26%)"
"415","Stanley Black & Decker Inc","SWK",0.03381,"77.48",-1.14,"(-1.45%)"
"416","Nordson Corp","NDSN",0.033593,"221.86",-1.28,"(-0.57%)"
"417","Alliant Energy Corp","LNT",0.033441,"47.61",0.12,"(0.25%)"
"418","Zebra Technologies Corp Cl A","ZBRA",0.033367,"222.54",-8.4,"(-3.64%)"
"419","Live Nation Entertainment In","LYV",0.033334,"85.23",1.12,"(1.33%)"
"420","Molson Coors Beverage Co   B","TAP",0.033029,"59.06",-3.97,"(-6.30%)"
"421","Apa Corp","APA",0.032922,"37.73",-0.28,"(-0.74%)"
"422","Masco Corp","MAS",0.032911,"52.22",-0.07,"(-0.13%)"
"423","Viatris Inc","VTRS",0.032558,"9.69",0,"(0.00%)"
"424","Loews Corp","L",0.032376,"62.82",0.26,"(0.42%)"
"425","Host Hotels & Resorts Inc","HST",0.031846,"16.08",0.2,"(1.26%)"
"426","Evergy Inc","EVRG",0.031347,"48.34",-0.35,"(-0.72%)"
"427","Mosaic Co","MOS",0.031249,"34.00",0.4,"(1.19%)"
"428","Interpublic Group of Cos Inc","IPG",0.030955,"28.35",-0.1,"(-0.35%)"
"429","Hormel Foods Corp","HRL",0.030771,"37.35",-0.75,"(-1.97%)"
"430","Udr Inc","UDR",0.030309,"35.72",0.35,"(0.99%)"
"431","Incyte Corp","INCY",0.030245,"58.81",0.65,"(1.12%)"
"432","Carmax Inc","KMX",0.030192,"66.10",-2.09,"(-3.06%)"
"433","Jack Henry & Associates Inc","JKHY",0.030092,"148.62",1.12,"(0.76%)"
"434","Match Group Inc","MTCH",0.029784,"36.84",-1.15,"(-3.03%)"
"435","Insulet Corp","PODD",0.02969,"146.08",-5.99,"(-3.94%)"
"436","Ceridian Hcm Holding Inc","CDAY",0.029513,"70.66",1.61,"(2.33%)"
"437","Bio Techne Corp","TECH",0.029469,"67.71",0.91,"(1.36%)"
"438","Pentair Plc","PNR",0.029354,"62.81",-1.25,"(-1.95%)"
"439","Brown Forman Corp Class B","BF.B",0.029152,"56.89",-0.84,"(-1.46%)"
"440","Kimco Realty Corp","KIM",0.028882,"16.91",0.03,"(0.18%)"
"441","Rollins Inc","ROL",0.028182,"35.86",-0.1,"(-0.28%)"
"442","Camden Property Trust","CPT",0.028,"94.22",0.51,"(0.54%)"
"443","C.H. Robinson Worldwide Inc","CHRW",0.027859,"84.35",-1.16,"(-1.36%)"
"444","Mgm Resorts International","MGM",0.027622,"34.79",-0.37,"(-1.05%)"
"445","Charles River Laboratories","CRL",0.027227,"191.15",0.25,"(0.13%)"
"446","Henry Schein Inc","HSIC",0.027103,"73.66",-0.5,"(-0.67%)"
"447","Nisource Inc","NI",0.0271,"23.83",-0.18,"(-0.75%)"
"448","Gen Digital Inc","GEN",0.026992,"16.99",-0.15,"(-0.88%)"
"449","Keycorp","KEY",0.026831,"10.30",0.05,"(0.49%)"
"450","Healthpeak Properties Inc","PEAK",0.026822,"17.39",-0.1,"(-0.57%)"
"451","Globe Life Inc","GL",0.026559,"110.08",0.73,"(0.67%)"
"452","Regency Centers Corp","REG",0.026406,"58.07",0.65,"(1.13%)"
"453","Caesars Entertainment Inc","CZR",0.026301,"43.68",-0.66,"(-1.49%)"
"454","Borgwarner Inc","BWA",0.026094,"38.66",-0.56,"(-1.43%)"
"455","F5 Inc","FFIV",0.025856,"155.58",-0.17,"(-0.11%)"
"456","Westrock Co","WRK",0.025815,"35.87",-0.54,"(-1.48%)"
"457","Allegion Plc","ALLE",0.025813,"102.75",-1.37,"(-1.32%)"
"458","Qorvo Inc","QRVO",0.025783,"93.92",-0.18,"(-0.19%)"
"459","Teleflex Inc","TFX",0.02572,"196.34",0.85,"(0.43%)"
"460","Eastman Chemical Co","EMN",0.02546,"73.61",-2.2,"(-2.90%)"
"461","Aes Corp","AES",0.024729,"12.61",-0.59,"(-4.47%)"
"462","Juniper Networks Inc","JNPR",0.024334,"26.47",-0.61,"(-2.25%)"
"463","Nrg Energy Inc","NRG",0.024019,"38.69",1.23,"(3.28%)"
"464","Wynn Resorts Ltd","WYNN",0.023909,"89.49",1.28,"(1.45%)"
"465","American Airlines Group Inc","AAL",0.023231,"12.85",0.12,"(0.94%)"
"466","Smith (a.O.) Corp","AOS",0.023097,"66.07",-0.17,"(-0.26%)"
"467","Fmc Corp","FMC",0.022794,"63.51",-1.34,"(-2.07%)"
"468","Pinnacle West Capital","PNW",0.022502,"72.14",0.4,"(0.56%)"
"469","Marketaxess Holdings Inc","MKTX",0.022392,"225.61",12.33,"(5.78%)"
"470","Huntington Ingalls Industrie","HII",0.022378,"200.29",-1.36,"(-0.67%)"
"471","Hasbro Inc","HAS",0.022162,"59.91",-2.38,"(-3.82%)"
"472","Robert Half Inc","RHI",0.022055,"73.77",0.18,"(0.24%)"
"473","Campbell Soup Co","CPB",0.02198,"39.17",-0.75,"(-1.88%)"
"474","Etsy Inc","ETSY",0.021943,"62.86",-0.88,"(-1.38%)"
"475","Catalent Inc","CTLT",0.021814,"42.86",-0.33,"(-0.76%)"
"476","Universal Health Services B","UHS",0.021583,"125.53",1.43,"(1.15%)"
"477","Boston Properties Inc","BXP",0.02157,"54.63",-0.3,"(-0.55%)"
"478","Fox Corp   Class A","FOXA",0.021519,"30.20",-0.11,"(-0.36%)"
"479","Assurant Inc","AIZ",0.021471,"145.99",1.53,"(1.06%)"
"480","News Corp   Class A","NWSA",0.02113,"19.70",-0.12,"(-0.61%)"
"481","Bath & Body Works Inc","BBWI",0.020794,"32.36",-0.32,"(-0.98%)"
"482","Bio Rad Laboratories A","BIO",0.020764,"355.22",0.02,"(0.01%)"
"483","Dentsply Sirona Inc","XRAY",0.019728,"32.18",-1.12,"(-3.36%)"
"484","Solaredge Technologies Inc","SEDG",0.019643,"120.62",-4.69,"(-3.74%)"
"485","Whirlpool Corp","WHR",0.019566,"125.77",-2.98,"(-2.31%)"
"486","Norwegian Cruise Line Holdin","NCLH",0.019045,"16.44",-0.02,"(-0.12%)"
"487","Franklin Resources Inc","BEN",0.018981,"23.90",0.17,"(0.72%)"
"488","Tapestry Inc","TPR",0.01806,"27.58",-0.26,"(-0.93%)"
"489","Federal Realty Invs Trust","FRT",0.017976,"87.84",0.07,"(0.08%)"
"490","Generac Holdings Inc","GNRC",0.017749,"101.13",-0.58,"(-0.57%)"
"491","Invesco Ltd","IVZ",0.017333,"13.65",-0.01,"(-0.07%)"
"492","Paramount Global Class B","PARA",0.015965,"11.67",-0.16,"(-1.35%)"
"493","Vf Corp","VFC",0.015371,"16.57",-0.02,"(-0.12%)"
"494","Comerica Inc","CMA",0.014543,"40.18",0.58,"(1.46%)"
"495","Davita Inc","DVA",0.014036,"91.25",-1.89,"(-2.03%)"
"496","Zions Bancorp Na","ZION",0.01402,"33.40",0.07,"(0.21%)"
"497","Ralph Lauren Corp","RL",0.013067,"112.19",-1.51,"(-1.33%)"
"498","Sealed Air Corp","SEE",0.012888,"30.64",-1.26,"(-3.95%)"
"499","Alaska Air Group Inc","ALK",0.0125,"35.68",-0.45,"(-1.25%)"
"500","Mohawk Industries Inc","MHK",0.011708,"81.57",-0.15,"(-0.18%)"
"501","Organon & Co","OGN",0.011499,"16.22",-0.1,"(-0.61%)"
"502","Fox Corp   Class B","FOX",0.010356,"27.98",-0.07,"(-0.25%)"
"503","News Corp   Class B","NWS",0.006648,"20.46",-0.12,"(-0.58%)"
"504","Wk Kellogg Co","KLG",0.00202,"10.19",-0.61,"(-5.65%)"
